Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Marital_Status,Total_Work_Experience,Years_At_Company,Years_In_Current_Role,Monthly_Salary,Salary_Hike_Percent,Job_Level,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Relationship_With_Manager,Training_Hours_Last_Year,Performance_Rating,Distance_From_Home,Promotion_Last_5_Years,Absenteeism_Rate,Company_Stock_Option,Attrition
E2152,58,Female,Research,Data Scientist,Diploma,Married,31.2,2.3,1.4,79410,5,Level 3,Yes,4,0.11,0.63,3,37,1,37,Yes,2.11,No,0
E2153,43,Male,Sales,Sales Executive,PhD,Married,6.8,0.8,0.4,48503,6,Level 2,No,2,0.61,0.51,2,14,5,9,Yes,9.45,No,0
E2154,53,Male,Marketing,Marketing Specialist,Bachelor,Married,16.6,3,0.8,20560,8,Level 4,No,1,0.27,0.51,5,28,3,34,No,3,Yes,0
E2155,46,Female,Finance,Accountant,Diploma,Married,7.3,3.1,0.2,35504,6,Level 1,No,1,0.27,0.36,5,34,2,7,No,7.02,Yes,0
E2156,26,Male,IT,DevOps Engineer,Diploma,Single,3.3,0.4,0.4,115494,9,Level 1,Yes,3,0.34,0.71,1,7,3,12,Yes,5.77,No,1
E2157,50,Female,Operations,Supply Chain Analyst,Master,Divorced,10.4,7.9,3,95111,22,Level 1,No,2,0.44,0.64,1,27,2,27,Yes,3.75,No,0
E2158,27,Male,Research,Research Associate,PhD,Married,3.4,1.5,0.6,76511,9,Level 5,Yes,2,0.45,0.63,5,34,3,6,No,5.53,Yes,0
E2159,24,Male,Human Resources,HR Executive,Bachelor,Single,2.9,2.3,0.7,49623,17,Level 5,No,1,0.5,0.4,4,11,2,36,No,4.31,Yes,0
E2160,27,Male,Research,Research Analyst,Bachelor,Married,3.9,1.8,1.2,108721,24,Level 2,No,3,0.42,0.57,3,25,4,34,No,5.48,Yes,0
E2161,41,Male,IT,DevOps Engineer,High School,Divorced,4.4,3.3,1.9,47371,23,Level 3,No,3,0.68,0.52,1,27,4,15,Yes,0.37,Yes,0
E2162,32,Male,Marketing,Marketing Specialist,Diploma,Single,5.6,4.5,2.6,111790,18,Level 5,Yes,3,0.16,0.85,1,42,1,24,No,4.6,No,0
E2163,56,Male,Operations,Operations Manager,High School,Married,35,11.4,1.6,19177,23,Level 4,Yes,4,0.23,0.25,3,45,1,39,No,5.6,No,1
E2164,25,Female,Marketing,Brand Manager,High School,Divorced,3.3,1.6,0.9,68666,11,Level 1,Yes,2,0.95,0.94,1,48,5,4,Yes,6.97,Yes,0
E2165,26,Male,Marketing,SEO Analyst,High School,Divorced,1.1,0.8,0.3,76577,19,Level 3,No,2,0.36,0.41,5,14,3,18,Yes,3.23,Yes,0
E2166,32,Female,IT,System Administrator,Master,Single,1.4,1.3,0.2,102554,17,Level 1,Yes,2,0.57,0.88,2,45,1,38,No,7.92,Yes,0
E2167,49,Male,IT,DevOps Engineer,Diploma,Married,12.4,10.7,6.8,57544,18,Level 3,No,3,0.22,0.47,4,8,1,33,Yes,8.15,Yes,0
E2168,50,Female,Sales,Account Manager,Diploma,Single,26.5,4.9,4.4,47616,16,Level 5,Yes,4,0.94,0.41,3,55,3,7,Yes,9.81,No,0
E2169,30,Female,Research,Data Scientist,Master,Divorced,4.2,2,1.3,61205,17,Level 5,Yes,4,0.47,0.24,1,30,1,14,Yes,2.62,Yes,0
E2170,26,Male,IT,Data Engineer,High School,Divorced,4.7,4.6,1.9,94435,16,Level 4,Yes,3,0.74,0.21,2,53,4,29,Yes,7.35,No,0
E2171,29,Male,Research,Research Associate,High School,Married,2.6,0.3,0.3,33432,11,Level 2,No,4,0.9,0.44,4,9,2,36,No,9.03,No,0
E2172,48,Male,Operations,Operations Manager,Diploma,Single,21.2,3,2.4,19859,18,Level 5,No,3,0.15,0.81,3,10,2,33,No,8.86,Yes,0
E2173,47,Female,Operations,Operations Executive,Diploma,Divorced,6.9,1.6,0.8,111414,8,Level 4,No,2,0.34,0.28,3,38,3,4,Yes,4.75,Yes,1
E2174,34,Male,Finance,Finance Manager,PhD,Married,7.2,2.8,0.3,31765,16,Level 1,No,1,0.9,0.54,1,23,2,33,Yes,7.61,No,0
E2175,31,Female,Sales,Account Manager,Master,Single,7.9,7.1,2,77112,13,Level 2,No,2,0.9,0.12,4,36,5,5,No,8.49,No,0
E2176,25,Female,Marketing,SEO Analyst,Diploma,Divorced,2.4,0.3,0.3,53919,10,Level 5,No,3,0.35,0.69,4,11,1,3,No,9.44,Yes,0
E2177,39,Male,Research,Research Analyst,Diploma,Married,4.8,4.4,2,100365,10,Level 4,No,4,0.94,0.18,4,53,4,30,No,4.88,Yes,0
E2178,35,Male,Marketing,Marketing Specialist,Diploma,Divorced,3.1,0.2,0.1,53081,17,Level 2,No,2,0.24,0.95,3,40,4,11,Yes,5.95,Yes,0
E2179,59,Female,Sales,Sales Representative,Bachelor,Single,8.1,5.5,1.9,49996,9,Level 1,No,3,0.98,0.89,1,20,3,29,Yes,4.62,No,0
E2180,57,Male,Marketing,SEO Analyst,Diploma,Single,12.3,7.6,6,40240,23,Level 5,Yes,3,0.49,0.55,3,25,5,21,No,2.79,Yes,0
E2181,49,Female,Research,Data Scientist,Bachelor,Divorced,23.9,4.6,1.7,63665,9,Level 5,No,3,0.88,0.33,5,7,5,8,Yes,3.31,No,0
E2182,57,Female,Finance,Accountant,PhD,Single,9.7,1.1,1.1,27502,5,Level 3,No,3,0.36,0.79,2,21,4,12,No,0.39,No,1
E2183,24,Male,Research,Research Associate,Master,Divorced,1.9,0.2,0.1,97052,17,Level 5,No,3,0.53,0.77,4,47,5,15,Yes,7.81,Yes,0
E2184,31,Female,Finance,Financial Analyst,High School,Married,7.5,3.8,1.6,65649,12,Level 3,Yes,4,0.94,0.38,3,37,3,4,Yes,6.76,Yes,0
E2185,48,Female,Research,Data Scientist,Master,Single,25.1,1.5,0.4,18168,24,Level 4,Yes,3,0.82,0.31,5,40,4,27,No,7.61,No,1
E2186,23,Male,Sales,Sales Representative,High School,Divorced,1.9,0.4,0.2,21258,20,Level 3,No,4,0.2,0.26,2,40,3,1,No,3.48,No,1
E2187,50,Female,Research,Data Scientist,Master,Married,10,2.8,1.2,30935,24,Level 5,No,3,0.29,0.89,1,40,2,32,No,7.54,No,0
E2188,40,Female,Finance,Finance Manager,Diploma,Single,8.6,0.8,0.3,21443,21,Level 5,Yes,1,0.94,0.44,4,57,3,13,No,2.75,No,1
E2189,22,Male,Human Resources,Recruiter,Diploma,Divorced,0.7,0.4,0.3,34892,13,Level 3,No,1,0.98,0.41,2,47,2,34,Yes,6.83,Yes,0
E2190,42,Female,Operations,Operations Manager,High School,Divorced,20.3,12.1,4,100435,22,Level 5,No,3,0.81,0.43,5,37,2,26,Yes,7.59,No,0
E2191,53,Male,Sales,Sales Executive,High School,Single,23.6,0.8,0.6,24326,13,Level 2,No,3,0.92,0.29,3,35,4,25,No,0.82,Yes,1
E2192,41,Male,Sales,Sales Representative,Master,Divorced,1.3,1.2,1,87673,9,Level 2,No,3,0.2,0.78,4,30,3,9,No,1.15,No,0
E2193,55,Male,Operations,Supply Chain Analyst,Diploma,Married,9,5.4,5,64682,15,Level 5,No,4,0.9,0.54,4,9,2,28,Yes,3.26,Yes,0
E2194,53,Male,Finance,Financial Analyst,Master,Divorced,16.3,0.6,0.1,104470,21,Level 5,Yes,4,0.92,0.51,1,10,3,31,No,0.85,No,0
E2195,53,Female,Research,Research Associate,Bachelor,Married,20.1,14.6,5.1,53522,16,Level 1,No,4,0.8,0.52,1,58,4,34,No,8.28,No,0
E2196,41,Male,Sales,Sales Representative,PhD,Single,19.8,11.1,5.7,102786,17,Level 5,No,1,0.23,0.3,4,24,4,15,No,6.89,Yes,0
E2197,54,Female,Human Resources,HR Manager,PhD,Divorced,21.9,8.9,4.8,95542,14,Level 5,Yes,3,0.23,0.32,3,12,5,10,No,3.45,No,1
E2198,25,Female,Finance,Financial Analyst,High School,Divorced,3.6,0.6,0.3,63344,24,Level 2,Yes,1,0.78,0.44,1,48,1,25,Yes,9.76,No,0
E2199,48,Male,Research,Data Scientist,PhD,Married,17.5,6.8,2.9,85620,14,Level 4,No,4,0.76,0.21,1,45,2,18,Yes,3.79,Yes,0
E2200,29,Female,Marketing,SEO Analyst,High School,Single,3.2,1,0.2,102229,23,Level 2,No,1,0.74,0.87,1,52,4,26,No,3.29,No,0
E2201,44,Female,Finance,Finance Manager,Diploma,Divorced,5.5,1.8,0.8,38763,21,Level 4,No,3,0.77,0.85,3,5,3,3,Yes,3.4,Yes,0
E2202,59,Female,IT,Software Engineer,Diploma,Divorced,34.5,13.1,1.7,48919,14,Level 3,Yes,1,0.44,0.29,1,18,3,2,Yes,5.48,No,0
E2203,28,Female,Marketing,Marketing Specialist,Master,Married,4.9,3.7,2.4,56433,5,Level 3,Yes,3,0.83,0.94,1,25,4,12,No,6.73,No,0
E2204,45,Male,Operations,Supply Chain Analyst,High School,Single,3.4,2.5,1.8,77698,18,Level 2,Yes,1,0.52,0.42,5,27,5,11,No,0.39,No,0
E2205,56,Female,Finance,Financial Analyst,PhD,Divorced,10,3.3,1.1,51228,7,Level 4,No,3,0.47,0.95,4,11,4,21,No,8.94,Yes,0
E2206,53,Male,Sales,Sales Representative,PhD,Married,19.6,13.3,0.4,63667,24,Level 3,No,3,0.77,0.34,2,12,1,26,No,3.36,Yes,0
E2207,42,Male,Sales,Sales Representative,PhD,Married,11.8,6.3,5,54205,8,Level 5,Yes,2,0.54,0.66,5,25,5,13,Yes,6.58,No,0
E2208,49,Male,Operations,Operations Manager,Diploma,Divorced,16.2,3.9,3.8,38157,7,Level 3,No,2,0.5,0.87,5,20,5,25,Yes,7.77,No,0
E2209,29,Female,Operations,Supply Chain Analyst,Bachelor,Single,6.8,4.8,3,20942,20,Level 4,Yes,2,0.8,0.28,4,15,2,17,Yes,6.16,Yes,1
E2210,36,Female,Marketing,Brand Manager,High School,Single,7.4,2.6,0.7,70517,5,Level 4,Yes,4,0.77,0.24,4,6,4,22,No,1.61,No,0
E2211,38,Male,Sales,Sales Representative,High School,Single,15.5,4.3,4.1,87318,18,Level 4,No,3,0.21,0.77,5,32,4,26,No,6.85,Yes,0
E2212,32,Female,Operations,Operations Manager,PhD,Divorced,9.2,2.6,1.3,24853,7,Level 1,Yes,1,0.16,0.81,2,39,1,3,Yes,5,No,1
E2213,57,Male,Finance,Financial Analyst,Master,Divorced,19.3,9.9,3.9,65053,6,Level 5,Yes,1,0.31,0.87,3,35,5,8,Yes,5.51,Yes,0
E2214,38,Female,Finance,Finance Manager,Bachelor,Married,7.6,5.4,4.3,97031,10,Level 2,Yes,3,0.15,0.13,3,39,5,33,No,0.99,No,1
E2215,30,Male,Finance,Accountant,Bachelor,Single,8.2,2.2,1.8,46277,11,Level 4,No,2,0.75,0.46,4,27,4,20,Yes,8.88,Yes,0
E2216,53,Female,Finance,Accountant,Diploma,Divorced,3.8,2.6,2,24223,7,Level 5,Yes,3,0.2,0.57,1,35,1,23,No,2.23,Yes,1
E2217,47,Female,Sales,Sales Representative,High School,Divorced,17.3,5.8,4.5,77242,8,Level 1,Yes,4,0.72,0.57,1,18,5,9,Yes,1.18,Yes,0
E2218,43,Female,Operations,Operations Executive,PhD,Divorced,21.7,12.6,8.5,73564,22,Level 1,Yes,1,0.97,0.12,5,26,5,1,Yes,0.49,Yes,0
E2219,49,Female,Marketing,Brand Manager,Bachelor,Single,1.4,1.1,0.5,40569,8,Level 1,No,3,0.63,0.37,2,53,4,17,Yes,1.92,No,0
E2220,38,Male,Operations,Operations Manager,Bachelor,Single,11.5,6.6,3.9,21124,7,Level 4,Yes,2,0.24,0.2,3,33,1,18,Yes,0.99,No,1
E2221,28,Male,Research,Data Scientist,Diploma,Divorced,2.3,1.6,0.5,102987,16,Level 5,Yes,3,0.97,0.13,2,22,4,1,No,4.7,Yes,1
E2222,34,Male,Marketing,Brand Manager,Master,Married,12.8,2.6,1.2,26227,12,Level 1,Yes,3,0.46,0.48,4,43,1,7,No,1.35,No,0
E2223,37,Male,Marketing,SEO Analyst,PhD,Single,2.8,1.1,0.2,55754,8,Level 5,Yes,1,0.59,0.82,3,30,3,39,Yes,8.7,No,0
E2224,38,Female,Marketing,SEO Analyst,PhD,Married,2.1,1.5,1.3,71693,6,Level 1,No,2,0.94,0.87,4,23,1,25,No,7.38,No,0
E2225,30,Female,Operations,Operations Executive,Bachelor,Single,4.3,0.9,0.3,23587,8,Level 2,Yes,4,0.18,0.69,4,5,5,29,No,4.11,Yes,1
E2226,58,Female,IT,Data Engineer,High School,Divorced,5.3,0.8,0.4,21611,12,Level 1,Yes,4,0.33,0.44,5,51,5,8,No,3.83,Yes,1
E2227,49,Male,Research,Research Analyst,Diploma,Married,3.3,2.5,1,70821,8,Level 2,Yes,3,0.46,0.88,5,48,2,8,No,0.58,No,0
E2228,29,Female,Human Resources,HR Manager,High School,Married,3.5,3.2,2.6,114129,17,Level 1,No,1,0.39,0.53,2,51,1,7,No,9.47,No,0
E2229,31,Female,Finance,Financial Analyst,High School,Single,7.6,3.3,0.3,40825,21,Level 5,No,3,0.49,0.5,5,42,2,29,Yes,4.74,No,0
E2230,41,Female,Sales,Sales Executive,Diploma,Divorced,17.3,7.2,5.5,90785,5,Level 5,Yes,2,0.79,0.63,5,43,5,32,No,3.88,No,0
E2231,36,Male,Research,Data Scientist,High School,Divorced,6.2,1.1,0.7,31522,8,Level 3,Yes,2,0.69,0.89,2,49,1,5,Yes,8.74,No,0
E2232,56,Male,Finance,Financial Analyst,Diploma,Married,7.2,5.2,1.3,114672,15,Level 3,No,4,0.32,0.28,4,32,4,28,No,9.71,Yes,0
E2233,54,Male,Sales,Sales Representative,Diploma,Single,26.8,4.2,3.7,24377,13,Level 1,Yes,2,0.91,0.21,5,42,2,37,Yes,5.36,Yes,1
E2234,40,Female,Marketing,Marketing Specialist,Diploma,Married,4.6,3.6,0.2,31875,21,Level 3,Yes,2,0.49,0.58,5,6,2,1,Yes,7,No,0
E2235,35,Male,Human Resources,HR Executive,Bachelor,Single,6.5,4.1,2.7,33064,10,Level 4,No,1,0.29,0.64,5,22,1,12,No,4.79,Yes,0
E2236,31,Male,Finance,Accountant,Master,Married,1.1,0.4,0.1,116113,23,Level 2,No,2,0.5,0.2,1,24,1,38,Yes,9.4,No,0
E2237,33,Male,Finance,Finance Manager,High School,Married,8.9,3.9,0.2,72719,24,Level 3,Yes,2,0.82,0.97,3,41,5,22,Yes,7.19,No,0
E2238,55,Female,Human Resources,HR Manager,PhD,Divorced,16.2,1.1,0.6,111455,10,Level 2,Yes,3,0.97,0.22,5,6,3,6,Yes,2.16,Yes,1
E2239,30,Male,Finance,Accountant,High School,Divorced,1.1,0.6,0.5,73268,13,Level 4,No,2,0.52,0.54,5,55,2,27,No,8.19,Yes,0
E2240,25,Male,IT,Software Engineer,PhD,Divorced,2.8,1.6,0.2,78346,20,Level 3,No,1,0.45,0.18,1,58,1,8,Yes,3.66,Yes,0
E2241,33,Male,Operations,Operations Executive,High School,Married,0.5,0.3,0.3,32327,9,Level 5,Yes,4,0.25,0.39,3,24,3,25,No,8.53,Yes,1
E2242,26,Male,Finance,Finance Manager,Bachelor,Single,1.6,1.1,0.7,86226,23,Level 2,Yes,2,0.74,0.12,4,59,5,17,No,3.02,No,1
E2243,48,Male,Human Resources,HR Executive,Master,Divorced,26.8,2.9,1.1,20343,20,Level 5,Yes,4,0.78,0.77,1,57,1,35,Yes,8.28,Yes,0
E2244,54,Female,Sales,Account Manager,Bachelor,Married,22.6,8.3,3,63702,7,Level 3,Yes,3,0.18,0.26,2,57,3,36,No,3.25,No,1
E2245,40,Female,Finance,Financial Analyst,Diploma,Married,4.3,1.4,0.4,35365,17,Level 1,Yes,3,0.42,0.4,1,29,1,36,Yes,2.63,No,0
E2246,33,Female,Research,Data Scientist,PhD,Married,8.3,7.4,5.4,81944,20,Level 4,Yes,3,0.47,0.59,2,28,2,1,Yes,2.15,Yes,0
E2247,46,Female,Sales,Sales Representative,Bachelor,Married,13.1,4.2,1.1,113983,18,Level 3,Yes,3,0.41,0.21,1,26,4,13,Yes,7.57,No,0
E2248,38,Female,IT,System Administrator,Master,Divorced,15.7,3,0.3,95125,5,Level 2,Yes,1,0.93,0.12,4,31,3,36,Yes,9.87,Yes,0
E2249,49,Male,Marketing,Marketing Specialist,Bachelor,Divorced,4.9,4,1.6,45788,18,Level 2,No,2,0.24,0.93,3,57,5,24,Yes,2.6,Yes,0
E2250,53,Female,Operations,Supply Chain Analyst,Master,Divorced,20.1,5,0.7,35517,12,Level 5,Yes,3,0.53,0.77,4,24,4,14,No,8.44,No,0
E2251,42,Female,Operations,Operations Manager,Bachelor,Married,16.5,7.4,0.6,84137,8,Level 4,Yes,4,0.81,0.94,5,38,3,19,Yes,9.06,No,0
E2252,24,Male,Sales,Sales Representative,High School,Divorced,1.2,0.3,0.1,116741,18,Level 2,Yes,4,0.84,0.34,5,20,3,5,No,8.4,No,1
E2253,35,Male,IT,Data Engineer,PhD,Single,5.6,4.9,0.4,99941,17,Level 4,Yes,1,0.74,0.84,2,58,2,3,Yes,0.54,No,0
E2254,39,Female,Human Resources,Recruiter,Master,Divorced,2.9,1.9,1,34198,8,Level 2,No,4,0.41,0.42,3,42,5,3,Yes,4.18,No,0
E2255,56,Female,Research,Research Analyst,PhD,Married,30.9,0.4,0.3,48746,18,Level 3,Yes,2,0.1,0.93,4,28,3,20,Yes,1.92,No,1
E2256,45,Female,Marketing,SEO Analyst,Master,Married,16.4,11.5,5.3,91971,15,Level 4,No,2,0.16,0.95,1,51,5,23,Yes,1.57,Yes,0
E2257,49,Female,Research,Research Associate,High School,Divorced,3,2.4,0.4,38237,5,Level 4,No,4,0.7,0.38,2,50,1,35,Yes,1.79,No,0
E2258,51,Female,Sales,Sales Representative,PhD,Divorced,23.9,1,0.8,98462,8,Level 2,Yes,2,0.72,0.9,2,50,1,19,No,9.76,Yes,0
E2259,27,Female,Finance,Accountant,High School,Married,1.6,1.1,0.5,68050,5,Level 5,Yes,2,0.54,0.42,1,21,1,15,Yes,6.73,No,0
E2260,22,Female,Research,Data Scientist,Diploma,Married,0.6,0.4,0.4,30124,8,Level 3,Yes,2,0.58,0.98,4,46,4,11,No,9.74,Yes,0
E2261,34,Male,IT,Software Engineer,Master,Single,2.8,1.2,0.6,76947,20,Level 1,Yes,4,0.27,0.26,3,5,4,27,No,1.4,Yes,1
E2262,42,Female,Sales,Account Manager,Diploma,Single,14.7,5.2,4.2,90843,8,Level 1,Yes,1,0.81,0.27,3,46,2,39,No,1.84,Yes,0
E2263,27,Female,Operations,Supply Chain Analyst,High School,Married,3,1.6,1.1,33809,23,Level 1,Yes,4,0.65,0.3,5,45,2,29,No,7.78,No,1
E2264,41,Male,Finance,Financial Analyst,Diploma,Single,4.2,0.8,0.1,40288,18,Level 5,Yes,1,0.11,0.38,4,52,4,21,No,1.03,Yes,1
E2265,45,Female,Marketing,Brand Manager,High School,Married,6.4,1.9,0.2,22013,13,Level 1,Yes,1,0.66,0.46,4,27,5,5,Yes,5.52,Yes,1
E2266,48,Female,Finance,Financial Analyst,High School,Married,15.1,14.5,3.7,85026,14,Level 1,No,4,0.98,0.21,3,39,4,31,No,2.92,Yes,0
E2267,26,Female,Finance,Accountant,High School,Married,2.3,1.8,1.4,99746,18,Level 4,Yes,3,0.13,0.34,4,15,1,21,Yes,8.75,Yes,1
E2268,53,Female,Sales,Sales Representative,PhD,Married,12.1,0.8,0.3,91025,6,Level 3,No,1,0.93,0.43,2,19,1,15,No,0.61,Yes,0
E2269,51,Male,Marketing,Brand Manager,Diploma,Married,7.1,4.6,2.6,97181,24,Level 4,No,3,0.9,0.52,3,16,2,33,Yes,7.98,No,0
E2270,55,Male,Human Resources,HR Manager,Bachelor,Married,22,8.6,2.6,40389,8,Level 4,Yes,3,0.89,0.5,1,41,5,26,Yes,3.92,Yes,0
E2271,47,Male,Operations,Supply Chain Analyst,Diploma,Married,3.5,3,0.7,24509,6,Level 3,Yes,1,0.68,0.41,3,36,1,25,No,4.33,No,0
E2272,24,Female,Sales,Sales Executive,Bachelor,Single,0.8,0.3,0.2,37565,13,Level 1,Yes,1,0.48,0.13,1,7,2,8,Yes,5.67,Yes,1
E2273,41,Male,IT,DevOps Engineer,Bachelor,Divorced,7.5,2.8,0.5,34767,9,Level 1,Yes,4,0.1,0.19,2,10,2,11,No,9.9,Yes,1
E2274,22,Male,Sales,Sales Executive,PhD,Married,0.8,0.1,0.1,64410,13,Level 3,No,4,0.97,0.92,2,18,5,18,No,2.07,Yes,0
E2275,56,Female,Marketing,Brand Manager,Bachelor,Married,30.1,9.5,8.4,80054,9,Level 2,Yes,4,0.38,0.55,3,21,3,9,Yes,0.24,Yes,0
E2276,49,Male,Finance,Accountant,High School,Single,26.7,9.2,2.8,113271,6,Level 1,No,2,0.65,0.65,5,51,1,29,No,9.39,No,0
E2277,37,Male,IT,Software Engineer,PhD,Single,14.1,8.2,7.2,43948,6,Level 1,No,4,0.79,0.31,5,37,5,38,Yes,9.45,No,0
E2278,42,Male,Sales,Sales Executive,High School,Divorced,1.4,0.2,0.1,18250,19,Level 5,Yes,4,0.2,0.71,5,34,2,10,Yes,4.54,Yes,1
E2279,26,Male,Sales,Sales Representative,PhD,Single,1.1,1,0.4,42961,12,Level 3,Yes,3,0.73,0.77,4,53,3,39,No,1.68,No,0
E2280,37,Female,Research,Research Associate,High School,Single,7,2.8,1,28964,13,Level 1,No,1,0.21,0.95,2,16,2,14,No,1.63,Yes,0
E2281,52,Male,Operations,Operations Executive,Master,Single,23.2,1.7,1.2,27404,18,Level 3,No,3,0.37,0.69,2,7,1,7,Yes,8.22,No,1
E2282,46,Female,Human Resources,Recruiter,Diploma,Single,7.7,0.4,0.1,33246,24,Level 2,Yes,4,0.87,0.11,5,29,4,18,Yes,8.05,Yes,1
E2283,39,Female,Sales,Account Manager,PhD,Married,6.3,1.7,0.2,47450,23,Level 3,Yes,2,0.29,0.12,5,36,5,8,No,6.47,No,1
E2284,56,Female,Operations,Supply Chain Analyst,PhD,Married,24.3,11.9,4,106533,19,Level 1,No,3,0.68,0.46,3,19,3,23,No,5.5,Yes,0
E2285,56,Female,Research,Data Scientist,Bachelor,Divorced,3.6,1.3,1,41961,13,Level 1,Yes,4,0.89,0.87,5,45,4,20,No,5.24,No,0
E2286,30,Female,IT,Data Engineer,Bachelor,Single,3.9,1.7,0.9,79688,23,Level 1,Yes,4,0.23,0.62,1,52,1,26,No,4.53,No,1
E2287,32,Male,IT,Data Engineer,Diploma,Divorced,8.8,7.3,4.5,96174,22,Level 4,No,3,0.62,0.41,2,41,1,26,No,9.5,Yes,0
E2288,32,Female,Operations,Operations Manager,Bachelor,Divorced,7.2,4.1,2,27575,9,Level 3,No,2,0.66,0.54,4,18,2,8,No,0.98,No,0
E2289,45,Male,Human Resources,Recruiter,Bachelor,Single,4.7,1.4,0.3,35971,17,Level 3,No,3,0.23,0.88,3,47,4,13,Yes,2.1,Yes,0
E2290,41,Female,Human Resources,Recruiter,PhD,Single,17,5,2.5,77637,7,Level 3,No,2,0.71,0.2,4,54,5,35,Yes,6.29,Yes,0
E2291,54,Female,Operations,Supply Chain Analyst,PhD,Married,4.8,4.4,4.1,71296,17,Level 4,Yes,1,0.2,0.84,5,23,2,27,No,5.04,No,0
E2292,28,Female,Finance,Accountant,Diploma,Married,6.8,6.7,4.4,63420,10,Level 4,No,3,0.59,0.19,4,8,4,31,No,2.91,Yes,0
E2293,39,Male,Marketing,SEO Analyst,High School,Married,7.2,3,1.5,61228,20,Level 4,Yes,4,0.96,0.26,5,55,3,23,Yes,2.88,Yes,0
E2294,46,Male,Finance,Finance Manager,PhD,Married,3.7,2.7,1.6,57439,21,Level 4,Yes,4,0.14,0.44,1,36,1,11,No,3.52,No,0
E2295,46,Female,Research,Research Associate,PhD,Divorced,10.9,3,1.2,78355,17,Level 2,No,4,0.92,0.64,3,20,5,25,Yes,5.96,No,0
E2296,24,Male,Operations,Operations Manager,Master,Divorced,2.3,2.1,0.1,70500,24,Level 5,No,4,0.76,0.2,3,33,2,19,Yes,2.89,Yes,0
E2297,43,Female,Operations,Operations Executive,Master,Divorced,3,1.2,0.9,43640,6,Level 2,No,4,0.15,0.41,1,22,4,4,Yes,5.7,No,0
E2298,26,Male,Human Resources,HR Manager,Diploma,Divorced,2.1,1.2,0.5,48528,12,Level 4,Yes,4,0.65,0.78,2,42,1,28,No,1.86,Yes,0
E2299,48,Female,Sales,Account Manager,Bachelor,Single,5.4,2.6,2.2,53388,21,Level 1,No,3,0.54,0.54,1,5,4,38,No,3,Yes,0
E2300,47,Female,IT,System Administrator,Diploma,Married,1.9,0.2,0.2,39391,12,Level 1,Yes,2,0.51,0.73,3,35,5,23,Yes,6.26,Yes,0
E2301,54,Male,Finance,Financial Analyst,Master,Married,9.9,5.4,1.9,70426,8,Level 2,No,4,0.81,0.2,2,51,3,26,Yes,1.25,No,0
E2302,26,Female,Research,Data Scientist,Bachelor,Married,4.9,0.7,0.2,40241,12,Level 1,Yes,4,0.13,0.82,5,13,4,21,No,3.87,Yes,1
E2303,52,Female,Human Resources,HR Executive,High School,Married,13.5,0.4,0.4,44084,20,Level 2,No,1,0.45,0.78,2,24,4,4,No,1.65,Yes,0
E2304,25,Male,IT,System Administrator,Bachelor,Single,3.3,1.5,0.4,39008,8,Level 4,No,3,0.89,0.84,2,17,4,9,Yes,9.15,No,0
E2305,43,Male,Marketing,Marketing Specialist,Diploma,Single,20.5,8.8,0.5,24554,6,Level 3,No,1,0.34,0.28,1,17,5,30,No,7.11,No,1
E2306,33,Male,Finance,Financial Analyst,Master,Single,11.8,10.9,2.5,45864,13,Level 1,Yes,1,0.95,0.36,5,44,4,1,Yes,9.85,Yes,0
E2307,38,Male,Sales,Account Manager,Diploma,Single,16.8,10.3,1.7,29821,16,Level 5,No,1,0.32,0.51,3,42,2,8,No,1.72,Yes,0
E2308,28,Female,Marketing,Marketing Specialist,PhD,Married,3.9,1.1,0.4,107827,20,Level 3,Yes,3,0.61,0.15,2,41,2,13,Yes,5.79,Yes,1
E2309,52,Female,Sales,Account Manager,PhD,Divorced,13.3,11.1,3.6,102143,19,Level 1,Yes,1,0.42,0.27,1,17,2,1,No,8.43,No,0
E2310,51,Male,Sales,Account Manager,Bachelor,Divorced,6.1,1.1,1.1,80879,24,Level 1,Yes,1,0.88,0.84,1,55,5,28,No,1.42,No,0
E2311,29,Male,Sales,Account Manager,High School,Married,1.7,0.4,0.2,52402,13,Level 2,No,4,0.82,0.42,1,16,4,4,Yes,3.84,Yes,0
E2312,36,Female,IT,Data Engineer,Master,Single,1.1,1,0.4,115917,20,Level 2,Yes,3,0.37,0.11,2,7,5,6,No,5.91,Yes,1
E2313,43,Female,Sales,Sales Executive,Diploma,Single,21.4,13.3,3.7,74316,11,Level 3,No,4,0.92,0.19,5,30,3,11,Yes,3.24,Yes,0
E2314,34,Male,IT,Data Engineer,High School,Divorced,9.8,1,0.6,89352,20,Level 1,No,3,0.23,0.94,5,39,2,27,Yes,5.7,Yes,0
E2315,52,Female,Operations,Operations Manager,High School,Divorced,10.7,0.4,0.3,87783,13,Level 5,No,3,0.58,0.3,1,57,4,7,No,0.04,Yes,0
E2316,32,Male,Research,Research Analyst,PhD,Married,3.7,1.5,0.5,22722,6,Level 2,No,2,0.1,0.98,1,8,4,39,No,9.5,No,1
E2317,55,Male,Operations,Operations Manager,PhD,Married,22.7,13,7.4,111323,7,Level 1,No,3,0.62,0.59,1,22,1,19,Yes,1.98,Yes,0
E2318,45,Female,Marketing,Brand Manager,Master,Single,1.7,0.6,0.4,118068,9,Level 5,No,1,0.47,0.65,1,11,4,28,No,7.73,Yes,0
